NO.,STATION,NAME,DATE,AWND(avg wind speed),PRCP(precipitation),SNOW(snowfall),TAVG(temprature avg),WDF2,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT22,X__1,Unnamed: 0,YEAR,Date,OPPONENT,RESULT,ATTENDANCE,date
181,USW00014739,"BOSTON, MA US",1/7/17,14.32,0.53,7,23,350,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,181,2017,"Sun, Jan 7,2017",vsNew Orleans,W117-108,18624,1/7/17
182,USW00014739,"BOSTON, MA US",1/11/17,14.99,0.09,0,45,210,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,181,182,2017,"Thu, Jan 11,2017",vsWashington,W117-108,18624,1/11/17
183,USW00014739,"BOSTON, MA US",1/16/17,9.62,0,0,31,230,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,183,2017,"Tue, Jan 16,2017",vsCharlotte,W108-98,18624,1/16/17
184,USW00014739,"BOSTON, MA US",1/18/17,13.87,0.36,0,38,90,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,184,2017,"Thu, Jan 18,2017",vsNew York,L117-106,18624,1/18/17
185,USW00014739,"BOSTON, MA US",1/21/17,7.16,0,0,43,280,16.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,185,2017,"Sun, Jan 21,2017",vsPortland,L127-123 OT,18624,1/21/17
186,USW00014739,"BOSTON, MA US",1/25/17,15.66,0.02,0,38,290,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,186,2017,"Thu, Jan 25,2017",vsHouston,W120-109,18624,1/25/17
187,USW00014739,"BOSTON, MA US",1/27/17,17.67,0,0,41,250,35.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,187,2017,"Sat, Jan 27,2017",vsOrlando,W128-98,18624,1/27/17
188,USW00014739,"BOSTON, MA US",1/30/17,9.84,0,0,33,290,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,188,2017,"Tue, Jan 30,2017",vsDetroit,W113-109,18188,1/30/17
189,USW00014739,"BOSTON, MA US",2/1/17,10.07,0.05,0.8,32,260,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,189,2017,"Thu, Feb 1,2017",vsToronto,W109-104,18624,2/1/17
190,USW00014739,"BOSTON, MA US",2/3/17,11.63,0,0,30,280,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,190,2017,"Sat, Feb 3,2017",vsLos Angeles,W113-107,18624,2/3/17
191,USW00014739,"BOSTON, MA US",2/5/17,13.42,0,0,32,250,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,191,2017,"Mon, Feb 5,2017",vsLA,W107-102,18624,2/5/17
192,USW00014739,"BOSTON, MA US",2/15/17,6.93,0.22,0.1,32,310,18.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,192,2017,"Thu, Feb 15,2017",vsPhiladelphia,W116-108,18624,2/15/17
193,USW00014739,"BOSTON, MA US",2/27/17,16.78,0,0,40,240,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,193,2017,"Tue, Feb 27,2017",vsAtlanta,L114-98,18624,2/27/17
194,USW00014739,"BOSTON, MA US",3/1/17,14.54,0.02,0,53,230,25.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,194,2017,"Thu, Mar 1,2017",vsCleveland,W103-99,18624,3/1/17
195,USW00014739,"BOSTON, MA US",3/12/17,16.55,0,0,17,260,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,195,2017,"Mon, Mar 12,2017",vsChicago,W100-80,18624,3/12/17
196,USW00014739,"BOSTON, MA US",3/15/17,19.46,0,0,26,270,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,196,2017,"Thu, Mar 15,2017",vsMinnesota,W117-104,18624,3/15/17
197,USW00014739,"BOSTON, MA US",3/20/17,11.41,0,0,40,20,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,197,2017,"Tue, Mar 20,2017",vsWashington,W110-102,18624,3/20/17
198,USW00014739,"BOSTON, MA US",3/22/17,20.8,0,0,38,310,36.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,197,198,2017,"Thu, Mar 22,2017",vsIndiana,W109-100,18624,3/22/17
199,USW00014739,"BOSTON, MA US",3/24/17,10.51,0.03,0,35,200,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,199,2017,"Sat, Mar 24,2017",vsPhoenix,W130-120,18624,3/24/17
200,USW00014739,"BOSTON, MA US",3/26/17,11.41,0,0,36,50,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,200,2017,"Mon, Mar 26,2017",vsMiami,W112-108,18624,3/26/17
201,USW00014739,"BOSTON, MA US",3/29/17,13.42,0.06,0,40,330,25.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,201,2017,"Thu, Mar 29,2017",vsMilwaukee,L103-100,18624,3/29/17
202,USW00014739,"BOSTON, MA US",3/31/17,12.53,0.87,0.6,37,80,28,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,201,202,2017,"Sat, Mar 31,2017",vsOrlando,W117-116,18624,3/31/17
203,USW00014739,"BOSTON, MA US",4/5/17,8.28,0,0,40,340,14.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,203,2017,"Thu, Apr 5,2017",vsCleveland,L114-91,18624,4/5/17
204,USW00014739,"BOSTON, MA US",4/10/17,12.3,0,0,59,210,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,204,2017,"Tue, Apr 10,2017",vsBrooklyn,W114-105,18624,4/10/17
205,USW00014739,"BOSTON, MA US",4/12/17,7.83,0.02,0,55,290,18.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,205,2017,"Thu, Apr 12,2017",vsMilwaukee,W112-94,18624,4/12/17
206,USW00014739,"BOSTON, MA US",10/18/17,9.4,0,0,57,230,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,206,2017,"Thu, Oct 18,2017",vsMilwaukeeMilwaukee,L108-100,18624,10/18/17
207,USW00014739,"BOSTON, MA US",10/24/17,18.57,0.07,0,66,170,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,207,2017,"Wed, Oct 24,2017",vsNew YorkNew York,W110-89,18624,10/24/17
208,USW00014739,"BOSTON, MA US",10/30/17,22.82,0.94,0,59,120,46.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,208,2017,"Tue, Oct 30,2017",vsSan AntonioSan Antonio,W108-94,18624,10/30/17
209,USW00014739,"BOSTON, MA US",11/1/17,6.49,0,0,48,140,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,209,2017,"Thu, Nov 1,2017",vsSacramentoSacramento,W113-86,18624,11/1/17
210,USW00014739,"BOSTON, MA US",11/8/17,11.63,0.03,0,40,30,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,210,2017,"Thu, Nov 8,2017",vsLos AngelesLos Angeles,W107-96,18624,11/8/17
211,USW00014739,"BOSTON, MA US",11/10/17,18.34,0.02,0,41,300,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,211,2017,"Sat, Nov 10,2017",vsCharlotteCharlotte,W90-87,18624,11/10/17
212,USW00014739,"BOSTON, MA US",11/12/17,3.8,0,0,35,140,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,212,2017,"Mon, Nov 12,2017",vsTorontoToronto,W95-94,18624,11/12/17
213,USW00014739,"BOSTON, MA US",11/16/17,10.07,0.19,0,44,270,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,213,2017,"Fri, Nov 16,2017",vsGolden StateGolden State,W92-88,18624,11/16/17
214,USW00014739,"BOSTON, MA US",11/24/17,9.17,0,0,39,190,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,214,2017,"Sat, Nov 24,2017",vsOrlandoOrlando,W118-103,18624,11/24/17
215,USW00014739,"BOSTON, MA US",11/27/17,12.97,0,0,39,260,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,215,2017,"Tue, Nov 27,2017",vsDetroitDetroit,L118-108,18624,11/27/17
216,USW00014739,"BOSTON, MA US",11/30/17,7.83,0,0,39,330,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,215,216,2017,"Fri, Nov 30,2017",vsPhiladelphiaPhiladelphia,W108-97,18624,11/30/17
217,USW00014739,"BOSTON, MA US",12/2/17,5.14,0,0,39,330,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,217,2017,"Sun, Dec 2,2017",vsPhoenixPhoenix,W116-111,18624,12/2/17
218,USW00014739,"BOSTON, MA US",12/4/17,7.16,0,0,39,120,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,218,2017,"Tue, Dec 4,2017",vsMilwaukeeMilwaukee,W111-100,18624,12/4/17
219,USW00014739,"BOSTON, MA US",12/6/17,14.09,0.46,0,51,200,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,219,2017,"Thu, Dec 6,2017",vsDallasDallas,W97-90,18624,12/6/17
220,USW00014739,"BOSTON, MA US",12/13/17,21.03,0,0,28,270,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,220,2017,"Thu, Dec 13,2017",vsDenverDenver,W124-118,18624,12/13/17
221,USW00014739,"BOSTON, MA US",12/15/17,7.38,0,0,22,260,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,221,2017,"Sat, Dec 15,2017",vsUTAHUTAH,L107-95,18624,12/15/17
222,USW00014739,"BOSTON, MA US",12/20/17,15.66,0,0,43,260,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,222,2017,"Thu, Dec 20,2017",vsMiamiMiami,L90-89,18624,12/20/17
223,USW00014739,"BOSTON, MA US",12/23/17,7.83,0.58,0,30,290,16.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,223,2017,"Sun, Dec 23,2017",vsChicagoChicago,W117-92,18624,12/23/17
224,USW00014739,"BOSTON, MA US",12/25/17,19.01,0.44,2.9,33,270,31.1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,223,224,2017,"Tue, Dec 25,2017",vsWashingtonWashington,L111-103,18624,12/25/17
225,USW00014739,"BOSTON, MA US",12/28/17,17.22,0,0,10,290,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,225,2017,"Fri, Dec 28,2017",vsHoustonHouston,W99-98,18624,12/28/17
226,USW00014739,"BOSTON, MA US",12/31/17,15.43,0,0,12,300,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,226,2017,"Mon, Dec 31,2017",vsBrooklynBrooklyn,W108-105,18624,12/31/17
